department,salary,avg_month_hours,experience,projects,promotion,work_accident,satisfaction,evaluation,left
support,medium,252,2,3,0,0,0.89,0.57,0
support,medium,216,3,4,0,0,0.52,0.67,0
technical,medium,183,2,3,0,0,0.66,0.99,0
technical,medium,269,2,5,0,0,0.96,0.6,0
technical,medium,132,4,5,0,0,0.95,0.89,0
management,medium,170,4,4,0,0,0.75,0.98,0
IT,medium,257,5,5,0,1,0.39,0.87,0
IT,medium,138,2,3,0,0,0.93,0.69,0
IT,medium,115,3,3,0,0,0.44,0.54,0
IT,high,165,2,3,0,0,0.9,0.67,0
IT,low,214,3,3,0,0,0.75,0.81,0
product_mng,medium,246,2,2,0,0,0.45,0.75,0
product_mng,medium,188,3,2,0,0,0.42,0.6,0
product_mng,medium,255,2,3,0,0,0.99,0.82,0
product_mng,medium,190,2,4,0,0,0.89,0.91,0
IT,low,164,4,4,0,0,0.96,0.9,0
RandD,low,165,3,3,0,0,0.5,0.46,0
RandD,low,141,3,3,0,0,0.59,0.59,0
RandD,low,154,2,3,0,0,0.57,0.69,0
RandD,low,165,2,3,0,0,1.0,0.87,0
RandD,low,266,2,5,0,0,0.6,0.59,0
RandD,low,235,6,6,0,0,0.21,0.85,0
marketing,low,159,2,4,0,0,0.63,0.83,0
sales,low,218,3,3,0,0,0.8,0.82,0
accounting,low,149,4,3,0,0,0.51,0.96,0
support,low,239,3,5,0,0,0.89,0.96,0
technical,low,225,3,4,0,0,0.83,0.58,0
management,low,247,3,6,0,0,0.77,0.74,0
marketing,low,183,2,4,0,0,0.79,0.99,0
marketing,low,214,2,5,0,0,0.63,0.85,0
marketing,low,113,2,5,0,0,0.68,0.48,0
sales,low,244,2,4,0,0,0.74,0.69,0
sales,low,286,4,6,0,0,0.49,0.67,0
sales,medium,139,2,3,0,0,0.46,0.55,0
sales,medium,176,3,5,0,0,0.9,0.91,0
sales,medium,136,3,5,0,0,0.7,0.67,0
sales,medium,222,2,4,0,0,0.84,0.71,0
sales,medium,269,4,4,0,0,0.89,0.77,0
sales,medium,183,2,4,0,0,0.59,0.87,0
sales,medium,206,3,3,0,0,0.57,0.72,0
sales,medium,158,3,3,0,0,0.53,0.49,0
sales,medium,136,3,4,0,0,0.83,0.89,0
sales,medium,182,2,4,0,0,0.51,0.66,0
sales,medium,268,3,4,0,0,0.78,0.61,0
sales,medium,144,3,3,0,0,0.52,0.69,0
sales,high,286,4,5,0,0,0.42,0.5,0
sales,low,268,3,2,0,0,0.61,0.38,0
sales,medium,255,3,3,0,0,0.85,1.0,0
sales,medium,245,5,6,0,0,0.17,0.85,0
sales,medium,134,2,3,0,1,0.79,0.52,0
accounting,medium,251,3,3,0,1,0.56,0.98,0
accounting,low,165,2,5,0,0,0.5,0.73,0
accounting,low,223,2,3,0,1,0.51,0.53,0
hr,low,225,4,4,0,0,0.77,0.67,0
hr,low,196,3,3,0,1,0.84,0.9,0
hr,low,253,3,3,0,0,0.21,0.49,0
hr,low,222,3,5,0,0,0.65,0.57,0
technical,low,135,3,4,0,0,0.95,0.87,0
technical,low,217,2,4,0,0,0.8,0.75,0
technical,low,192,2,5,0,0,0.77,0.85,0
technical,low,172,3,3,0,0,0.57,0.7,0
technical,low,183,3,4,0,0,0.92,0.55,0
technical,low,186,2,5,0,0,1.0,0.71,0
technical,low,163,3,4,0,0,0.85,0.67,0
technical,low,262,3,4,0,0,0.57,0.8,0
technical,low,202,3,3,0,0,0.66,0.68,0
technical,low,248,3,4,0,0,0.85,0.8,0
technical,low,214,2,5,0,0,0.99,0.5,0
support,low,260,4,4,0,0,0.91,0.82,0
support,low,260,3,4,0,0,0.96,0.97,0
support,low,251,2,4,0,0,0.49,0.52,0
support,low,179,5,5,0,0,0.39,0.85,0
support,medium,178,2,4,0,1,0.87,0.74,0
support,medium,210,4,6,0,0,0.19,0.85,0
support,medium,273,4,3,0,0,0.9,0.83,0
support,medium,166,2,5,0,0,0.5,0.5,0
support,medium,246,2,5,0,0,0.7,0.9,0
support,medium,192,3,5,0,0,0.52,0.55,0
support,medium,274,3,3,0,0,0.71,0.69,0
technical,medium,232,3,3,0,0,0.4,0.41,0
technical,medium,158,4,3,0,0,0.96,0.53,0
technical,medium,137,3,5,0,0,0.86,0.92,0
management,medium,209,2,3,0,0,0.68,0.85,0
IT,medium,206,2,3,0,0,0.56,0.64,0
IT,high,230,2,3,0,0,0.65,0.56,0
IT,low,239,3,5,0,0,0.98,0.61,0
IT,medium,159,6,5,0,0,0.18,0.51,0
IT,medium,244,2,4,0,0,0.66,0.65,0
product_mng,medium,259,5,5,0,0,0.14,0.51,0
product_mng,medium,245,3,5,0,1,0.94,0.8,0
product_mng,low,141,2,3,0,1,0.56,1.0,0
product_mng,low,202,4,5,0,0,0.56,0.8,0
IT,low,143,3,5,0,1,0.59,0.89,0
RandD,low,286,5,4,0,1,0.63,0.62,0
RandD,low,173,3,5,0,0,0.97,0.88,0
RandD,low,195,3,5,0,0,0.76,0.7,0
RandD,low,167,4,4,0,0,0.85,0.58,0
RandD,low,197,4,5,0,1,0.23,0.73,0
RandD,low,255,5,3,0,0,0.68,0.62,0
marketing,low,274,3,3,0,0,0.71,0.73,0
sales,low,192,2,3,0,0,0.5,0.59,0
accounting,low,225,3,3,0,0,0.61,0.7,0
support,low,209,2,3,0,1,0.99,0.65,0
technical,low,222,3,5,0,0,0.97,0.86,0
management,low,208,2,5,0,0,0.82,0.71,0
marketing,low,162,5,5,0,0,0.72,0.68,0
marketing,low,135,2,3,0,0,0.53,0.74,0
marketing,low,200,3,4,0,0,0.55,0.87,0
sales,low,159,4,4,0,0,0.52,0.53,0
sales,low,156,2,5,0,0,0.8,0.81,0
sales,low,169,3,4,0,1,0.51,0.95,0
sales,medium,154,3,4,0,0,0.66,0.65,0
sales,medium,169,3,2,0,0,0.56,0.43,0
sales,medium,233,3,3,0,1,0.5,0.84,0
sales,medium,218,2,3,0,1,0.94,0.78,0
sales,medium,279,6,4,0,0,0.42,0.8,0
sales,medium,195,3,3,0,0,0.6,0.61,0
sales,medium,223,3,4,0,0,0.55,0.71,0
sales,medium,275,4,3,0,1,0.76,0.72,0
sales,medium,234,3,3,0,1,0.84,0.74,0
sales,medium,113,6,4,0,0,0.33,0.62,0
sales,medium,133,5,3,0,0,0.61,0.95,0
sales,medium,158,4,5,0,0,0.91,0.93,0
sales,high,214,3,4,0,0,0.73,0.74,0
sales,low,272,4,4,0,0,0.87,0.67,0
sales,medium,127,4,2,0,0,0.38,0.42,0
sales,medium,141,3,4,0,1,0.8,0.51,0
accounting,medium,263,3,5,0,1,0.69,0.8,0
accounting,medium,174,5,5,0,0,0.99,0.92,0
accounting,low,246,2,5,0,1,0.92,0.76,0
hr,low,201,2,3,0,0,0.6,0.88,0
hr,low,181,3,3,0,0,0.89,0.93,0
hr,low,238,2,3,0,0,0.91,0.93,0
hr,low,167,2,3,0,0,0.35,0.52,0
technical,low,224,2,5,0,0,0.88,0.68,0
technical,low,182,3,3,0,1,0.66,0.69,0
technical,low,189,2,4,0,0,0.21,0.55,0
technical,medium,169,2,3,0,1,0.78,0.64,0
technical,medium,287,5,4,0,0,0.21,0.96,0
technical,medium,150,2,3,0,0,0.64,0.94,0
technical,medium,146,2,4,0,0,0.68,0.95,0
technical,medium,162,4,4,0,0,0.99,0.87,0
technical,medium,158,5,4,0,0,0.85,0.55,0
technical,medium,185,2,3,0,0,0.86,0.51,0
technical,medium,214,3,3,0,0,0.89,0.98,0
support,medium,200,3,4,0,0,0.49,0.85,0
support,medium,219,2,4,0,0,0.76,0.97,0
support,medium,218,3,3,0,0,0.79,0.87,0
support,medium,237,2,4,0,0,0.89,0.64,0
support,medium,105,3,3,0,0,0.34,0.51,0
support,medium,251,3,3,0,1,0.81,0.92,0
support,medium,227,2,3,0,0,0.96,0.7,0
support,medium,158,2,3,0,0,0.7,0.87,0
support,medium,252,2,4,0,0,0.92,0.61,0
support,medium,198,3,4,0,0,0.5,0.76,0
support,medium,192,3,2,0,0,0.75,0.72,0
technical,medium,139,4,2,0,0,0.42,0.38,0
technical,medium,205,3,6,0,0,0.29,0.4,0
technical,medium,224,3,3,0,0,0.91,0.48,0
management,medium,267,4,4,0,0,0.55,0.97,0
IT,medium,200,3,4,0,1,0.57,0.81,0
IT,medium,97,6,3,0,0,0.27,0.48,0
IT,high,253,3,6,0,0,0.7,0.43,0
IT,high,191,2,4,0,0,0.63,0.68,0
IT,high,199,2,5,0,1,0.97,0.63,0
product_mng,high,127,4,3,0,0,0.28,0.52,0
product_mng,high,187,2,3,0,0,0.7,0.6,0
product_mng,high,215,3,4,0,0,0.83,0.51,0
product_mng,high,176,6,4,0,1,0.22,0.76,0
IT,high,194,2,3,0,0,0.55,0.47,0
RandD,high,216,3,3,0,0,0.33,0.77,0
RandD,high,185,3,4,0,0,0.5,0.78,0
RandD,high,140,3,5,0,0,0.93,0.88,0
RandD,high,260,4,3,0,0,0.77,0.66,0
RandD,low,137,4,5,0,0,0.93,0.97,0
RandD,low,151,2,4,0,0,0.72,1.0,0
marketing,low,152,2,3,0,0,0.78,0.53,0
sales,low,166,2,4,0,0,0.55,0.75,0
accounting,low,261,2,3,0,0,0.39,0.86,0
support,low,235,3,3,0,0,0.67,0.78,0
technical,low,201,2,3,0,0,0.61,0.89,0
management,low,250,5,6,0,1,0.6,0.69,0
marketing,low,146,2,4,0,0,0.48,0.64,0
marketing,low,195,3,4,0,0,0.75,0.84,0
marketing,low,259,3,4,0,0,0.87,0.58,0
sales,low,166,4,4,0,1,0.51,0.54,0
sales,low,188,4,4,0,1,0.63,0.9,0
sales,low,203,2,3,0,0,0.6,0.57,0
sales,low,167,3,3,0,0,0.7,0.99,0
sales,medium,258,3,2,0,1,0.5,0.99,0
sales,medium,126,3,2,0,0,0.59,0.51,0
sales,medium,246,4,6,0,0,0.52,0.39,0
sales,medium,205,3,3,0,0,0.55,0.49,0
sales,medium,201,3,5,0,1,0.81,0.62,0
sales,medium,197,3,4,0,0,0.94,0.98,0
sales,medium,272,3,3,0,0,0.98,0.61,0
sales,medium,206,2,4,0,0,0.83,0.84,0
sales,medium,184,3,3,0,0,0.93,0.62,0
sales,medium,199,2,3,0,0,0.99,0.54,0
sales,medium,220,3,4,0,0,0.55,0.57,0
sales,medium,233,3,3,0,0,0.96,0.83,0
sales,high,221,3,3,0,0,0.28,0.77,0
sales,high,168,5,6,0,1,0.97,0.6,0
sales,high,251,3,3,0,0,0.8,0.78,0
accounting,high,188,3,2,0,0,0.75,0.55,0
accounting,high,203,3,3,0,0,0.89,0.88,0
accounting,high,168,2,5,0,1,0.6,0.76,0
hr,high,227,2,3,0,1,0.73,0.98,0
hr,high,159,2,4,0,0,0.88,0.75,0
hr,low,159,3,3,0,0,0.5,0.7,0
hr,low,275,5,5,0,0,0.53,0.78,0
technical,low,283,2,6,0,0,0.95,0.43,0
technical,low,169,3,5,0,0,0.94,0.53,0
technical,low,227,4,3,0,1,0.49,0.8,0
technical,low,147,4,3,0,0,0.59,0.57,0
technical,low,227,2,3,0,0,0.51,0.91,0
technical,low,166,3,4,0,0,0.66,0.66,0
technical,medium,168,6,4,0,0,0.76,0.94,0
technical,medium,229,6,3,0,0,0.12,0.59,0
technical,medium,134,3,3,0,0,0.84,0.65,0
technical,medium,196,3,3,0,0,0.94,0.81,0
technical,medium,181,3,4,0,0,0.63,0.84,0
support,medium,177,3,4,0,1,0.79,0.99,0
support,medium,272,2,3,0,1,0.85,0.68,0
support,medium,213,3,3,0,0,0.74,0.52,0
support,medium,220,3,6,0,0,0.23,0.75,0
support,medium,274,2,4,0,0,0.62,0.51,0
support,medium,242,6,6,0,0,0.36,0.56,0
support,medium,182,3,4,0,0,0.7,0.83,0
support,medium,172,4,5,0,0,0.57,0.75,0
support,medium,226,3,3,0,0,0.83,0.99,0
support,medium,132,2,3,0,0,0.71,0.96,0
support,medium,121,3,6,0,0,0.23,0.72,0
technical,medium,207,2,4,0,0,0.59,0.69,0
technical,medium,141,3,2,0,0,0.69,0.61,0
technical,medium,189,3,5,0,0,0.63,0.81,0
management,medium,269,4,6,0,1,0.9,0.59,0
IT,medium,200,4,4,0,0,0.31,0.57,0
IT,medium,199,2,3,0,0,0.92,0.62,0
IT,medium,213,3,4,0,0,0.96,0.87,0
IT,high,105,4,6,0,0,0.66,0.51,0
IT,low,141,2,4,0,0,0.48,0.97,0
product_mng,medium,255,3,3,0,1,0.15,0.55,0
product_mng,medium,217,4,3,0,0,0.59,0.79,0
product_mng,medium,165,5,6,0,0,0.66,0.85,0
product_mng,medium,220,2,5,0,0,0.69,0.92,0
IT,medium,241,4,4,0,0,0.65,0.79,0
RandD,medium,274,3,5,0,0,0.58,0.94,0
RandD,medium,224,4,4,0,0,0.72,0.57,0
RandD,medium,240,5,5,0,0,0.65,0.99,0
RandD,medium,210,3,5,0,0,0.63,0.77,0
RandD,medium,215,2,3,0,0,0.55,0.87,0
marketing,low,254,2,4,0,0,0.74,0.56,0
sales,low,150,4,4,0,1,0.58,0.84,0
accounting,low,177,3,4,0,0,0.71,0.72,0
support,low,101,4,5,0,1,0.83,0.37,0
technical,low,183,2,3,0,0,0.63,0.52,0
management,low,224,3,3,0,0,0.56,0.61,0
marketing,low,263,3,3,0,0,0.88,0.55,0
marketing,high,207,2,3,0,0,0.82,0.55,0
marketing,low,243,3,3,0,0,0.69,0.72,0
sales,high,157,4,3,0,1,0.57,0.54,0
sales,high,242,3,3,0,0,0.75,0.69,0
sales,low,265,2,4,0,0,0.6,0.98,0
sales,low,196,4,3,0,0,0.96,0.92,0
sales,high,135,2,4,0,0,0.75,0.67,0
sales,low,270,3,6,0,0,1.0,0.61,0
sales,medium,201,2,4,0,0,0.92,0.97,0
sales,high,225,4,5,0,0,0.84,0.93,0
sales,medium,205,3,4,0,0,0.82,0.77,0
sales,medium,131,3,3,0,0,0.74,0.42,0
sales,medium,118,4,2,0,0,0.21,0.39,0
sales,medium,187,3,5,0,0,0.62,0.64,0
sales,high,275,2,3,0,0,0.54,0.48,0
sales,medium,125,4,5,0,0,0.55,0.97,0
sales,medium,270,3,4,0,1,0.84,0.55,0
sales,medium,123,2,2,0,0,0.61,0.56,0
sales,high,281,3,3,0,0,0.64,0.53,0
sales,medium,223,2,3,0,0,0.92,0.51,0
sales,high,268,2,3,0,0,0.86,0.87,0
accounting,low,174,3,4,0,0,0.6,0.74,0
accounting,medium,162,3,3,0,1,0.86,0.92,0
accounting,medium,192,3,3,0,0,0.55,0.51,0
hr,medium,178,3,4,0,0,0.54,0.58,0
hr,medium,250,2,3,0,0,0.49,0.9,0
hr,low,262,4,3,0,0,0.98,0.72,0
hr,low,194,3,5,0,1,0.55,0.55,0
technical,low,146,3,3,0,0,0.64,0.5,0
technical,low,245,2,4,0,0,0.54,0.53,0
technical,low,131,2,3,0,0,0.58,0.45,0
technical,low,108,4,3,0,0,0.57,0.37,0
technical,low,206,3,5,0,0,0.65,0.64,0
technical,low,146,4,3,0,1,0.6,0.4,0
technical,low,171,2,2,0,0,0.59,0.45,0
technical,low,173,2,4,0,1,0.77,0.5,0
technical,high,240,3,5,0,0,0.55,0.49,0
technical,low,199,2,4,0,0,0.5,0.6,0
technical,low,237,3,3,0,1,0.43,0.77,0
support,low,258,4,3,0,0,0.58,0.84,0
support,low,269,3,4,0,1,0.66,0.68,0
support,high,245,4,5,0,0,0.7,0.8,0
support,low,164,3,4,0,0,0.82,0.54,0
support,low,256,3,4,0,1,0.49,0.49,0
support,low,213,3,4,0,0,0.99,0.79,0
support,high,193,3,3,0,1,0.96,0.73,0
support,low,179,2,3,0,0,0.7,0.57,0
support,medium,278,5,6,0,1,0.22,0.89,0
support,high,256,2,3,0,0,0.91,0.52,0
support,medium,173,4,5,0,0,0.18,0.76,0
technical,high,179,3,4,0,0,0.84,0.68,0
technical,medium,145,5,4,0,0,0.66,0.38,0
technical,medium,168,4,3,0,0,0.49,0.65,0
management,medium,213,3,4,0,0,0.88,0.89,0
IT,medium,150,5,6,0,0,0.69,0.91,0
IT,medium,262,3,3,0,0,0.83,0.75,0
IT,medium,149,4,4,0,1,0.56,0.84,0
IT,medium,139,2,5,0,0,0.95,0.77,0
IT,medium,272,2,3,0,0,0.56,1.0,0
product_mng,high,252,4,3,0,0,0.93,0.73,0
product_mng,low,232,4,3,0,0,0.84,0.52,0
product_mng,medium,266,2,3,0,0,0.84,0.48,0
product_mng,medium,264,3,4,0,0,0.52,0.65,0
IT,medium,142,2,4,0,0,0.98,0.8,0
RandD,medium,208,4,5,0,0,0.66,0.64,0
RandD,medium,178,2,5,0,1,0.92,0.49,0
RandD,medium,192,3,5,0,0,0.71,0.8,0
RandD,medium,242,2,4,0,0,0.65,0.92,0
RandD,medium,277,5,4,0,0,0.23,0.47,0
marketing,medium,173,2,3,0,1,0.71,0.97,0
marketing,high,276,6,4,0,0,0.21,0.65,0
sales,low,189,3,2,0,0,0.7,0.72,0
accounting,low,139,2,4,0,0,0.9,0.5,0
support,low,140,3,5,0,0,0.6,0.52,0
technical,high,191,3,5,0,1,0.58,0.63,0
management,low,178,2,5,0,0,0.73,0.72,0
marketing,low,184,3,4,0,0,0.56,0.67,0
marketing,low,144,3,3,0,0,0.97,0.57,0
marketing,high,160,2,3,0,0,0.92,0.91,0
sales,low,225,2,3,0,0,0.77,0.68,0
sales,low,266,2,5,0,0,0.97,0.81,0
sales,low,154,2,5,0,0,0.7,0.69,0
sales,low,142,2,4,0,1,0.78,0.82,0
sales,low,207,4,3,0,1,0.77,0.87,0
sales,low,162,3,4,0,0,0.66,0.53,0
sales,low,287,5,6,0,1,0.25,0.98,0
sales,medium,270,6,2,0,1,0.89,0.87,0
sales,medium,160,4,5,0,1,0.15,0.66,0
sales,medium,113,2,6,0,0,0.26,0.91,0
sales,medium,178,4,4,0,0,0.74,0.58,0
sales,medium,153,2,3,0,0,0.52,0.83,0
sales,medium,255,2,4,0,0,0.95,0.62,0
sales,medium,257,3,4,0,1,0.66,0.82,0
sales,medium,243,3,4,0,0,0.79,0.66,0
sales,medium,179,3,3,0,0,0.98,0.94,0
sales,medium,123,2,3,0,0,0.4,0.37,0
sales,medium,132,2,3,0,0,1.0,0.68,0
sales,medium,134,3,3,0,0,0.71,0.79,0
accounting,high,277,2,3,0,1,0.48,0.45,0
accounting,low,265,2,5,0,0,0.76,1.0,0
accounting,medium,269,4,4,0,0,0.61,0.62,0
hr,medium,156,4,4,0,0,0.74,0.9,0
hr,medium,237,5,6,0,0,0.24,0.94,0
hr,medium,271,2,3,0,0,0.79,0.97,0
hr,low,206,2,3,0,0,0.75,0.98,0
technical,low,192,3,4,0,0,0.6,0.98,0
technical,low,230,3,4,0,0,0.72,0.95,0
technical,low,261,3,4,0,0,1.0,0.6,0
technical,low,173,3,3,0,1,0.55,0.88,0
technical,low,109,4,2,0,1,0.3,0.98,0
technical,low,247,4,3,0,0,0.89,0.59,0
technical,low,163,3,5,0,0,0.84,0.84,0
technical,low,149,4,4,0,0,0.67,0.64,0
technical,low,218,6,6,0,0,0.15,0.48,0
technical,low,194,2,4,0,0,0.59,0.75,0
technical,low,157,2,4,0,0,0.5,0.59,0
support,low,244,3,5,0,0,0.23,0.68,0
support,low,169,2,5,0,0,0.95,0.58,0
support,low,146,3,2,0,1,0.31,0.53,0
support,low,207,3,5,0,0,0.47,0.55,0
support,low,195,5,3,0,0,0.26,0.95,0
support,low,148,4,6,0,0,0.55,0.64,0
support,low,272,2,3,0,0,0.89,0.58,0
support,low,185,2,3,0,0,0.88,0.68,0
support,low,260,2,5,0,1,0.98,0.62,0
support,medium,182,2,3,0,1,0.96,0.48,0
support,medium,195,3,3,0,0,0.85,0.65,0
technical,medium,168,3,3,0,0,0.96,0.85,0
technical,medium,198,4,3,0,1,0.85,0.88,0
technical,medium,172,2,5,0,0,0.59,0.93,0
management,medium,216,2,4,0,1,0.51,0.5,0
IT,medium,232,2,3,0,0,0.5,0.75,0
IT,medium,148,3,3,0,0,0.53,0.59,0
IT,medium,210,2,4,0,0,0.44,0.83,0
IT,medium,197,2,3,0,0,0.99,0.55,0
IT,medium,241,3,4,0,0,0.73,0.83,0
product_mng,medium,154,2,5,0,0,0.51,0.71,0
product_mng,high,259,2,3,0,0,0.5,0.84,0
product_mng,low,106,2,4,0,1,0.52,0.76,0
product_mng,medium,262,2,5,0,0,0.74,0.74,0
IT,medium,202,2,2,0,0,0.69,0.89,0
RandD,medium,174,5,5,0,1,0.22,0.65,0
RandD,medium,240,2,4,0,0,0.49,0.89,0
RandD,low,247,3,5,0,0,0.7,0.57,0
RandD,low,148,3,4,0,0,0.68,0.63,0
RandD,low,187,2,5,0,1,0.66,0.84,0
marketing,low,183,3,4,0,0,0.99,0.58,0
sales,low,240,2,4,0,0,0.88,0.59,0
accounting,low,149,3,4,0,0,0.2,0.54,0
support,low,130,3,2,0,0,0.56,0.44,0
technical,low,203,2,4,0,0,0.68,0.85,0
management,low,218,3,3,0,0,0.85,0.6,0
marketing,low,204,3,4,0,1,0.95,0.95,0
marketing,low,163,3,4,0,1,0.6,0.77,0
marketing,low,183,3,4,0,0,0.61,0.53,0
sales,low,211,4,4,0,0,0.55,0.55,0
sales,low,156,5,5,0,1,0.64,0.78,0
sales,low,196,3,3,0,0,0.64,0.6,0
sales,low,162,2,4,0,0,0.87,0.54,0
sales,low,218,4,3,0,0,0.2,0.9,0
sales,low,135,2,4,0,1,0.99,0.64,0
sales,low,273,3,2,0,0,0.96,0.7,0
sales,low,241,3,3,0,0,0.53,0.65,0
sales,low,285,4,6,0,0,0.7,0.39,0
sales,medium,236,3,6,0,0,0.68,0.61,0
sales,medium,222,3,4,0,0,0.96,0.48,0
sales,medium,242,3,4,0,0,0.64,0.64,0
sales,medium,166,3,5,0,0,0.86,0.65,0
sales,medium,172,3,3,0,0,0.87,0.84,0
sales,medium,249,2,4,0,0,0.53,0.56,0
sales,medium,180,2,4,0,0,0.72,0.98,0
sales,medium,197,4,4,0,0,0.83,0.59,0
sales,medium,185,2,5,0,0,0.97,0.54,0
sales,medium,171,2,3,0,0,0.92,0.76,0
accounting,medium,191,6,6,0,0,0.82,0.95,0
accounting,medium,250,2,4,0,0,0.59,0.56,0
accounting,high,199,3,5,0,0,0.84,0.95,0
hr,low,139,2,3,0,0,0.71,0.84,0
hr,medium,224,3,3,0,0,0.49,0.98,0
hr,medium,227,3,3,0,0,0.78,0.61,0
hr,medium,198,2,4,0,0,0.84,0.81,0
technical,medium,165,5,5,0,0,0.85,0.96,0
technical,low,199,3,4,0,0,0.87,0.93,0
technical,low,203,3,5,0,0,0.94,0.84,0
technical,low,243,3,4,0,1,0.82,0.97,0
technical,low,135,3,3,0,0,0.78,0.78,0
technical,low,100,4,4,0,1,0.47,0.55,0
technical,low,150,3,2,0,1,0.5,0.48,0
technical,low,252,3,4,0,0,0.75,0.82,0
technical,low,98,3,3,0,0,0.36,0.39,0
technical,low,262,3,3,0,0,0.91,0.61,0
technical,low,257,3,3,0,0,0.87,0.68,0
support,low,160,3,3,0,0,0.97,0.94,0
support,low,190,3,3,0,0,0.71,0.65,0
support,low,231,2,3,0,0,0.83,0.65,0
support,low,190,4,3,0,0,0.42,0.51,0
support,low,181,3,4,0,0,0.53,0.51,0
support,low,273,3,4,0,0,0.56,0.88,0
support,low,214,6,5,0,1,0.26,0.7,0
support,low,192,2,4,0,0,0.53,0.49,0
support,low,224,2,4,0,0,0.99,0.73,0
support,low,96,3,3,0,0,0.48,0.43,0
support,low,276,4,3,0,0,0.91,0.5,0
technical,medium,162,2,3,0,1,0.76,0.79,0
technical,medium,190,4,4,0,0,0.67,0.8,0
technical,medium,147,3,4,0,0,0.58,0.6,0
management,medium,143,3,4,0,0,0.57,0.78,0
IT,medium,280,6,5,0,1,0.55,0.57,0
IT,medium,137,2,3,0,0,0.79,0.49,0
IT,medium,259,6,3,0,0,0.48,0.98,0
IT,medium,176,3,4,0,1,0.68,0.69,0
IT,medium,231,4,5,0,1,0.19,0.64,0
product_mng,medium,104,3,3,0,0,0.99,0.48,0
product_mng,medium,224,2,5,0,0,0.3,0.76,0
product_mng,medium,202,3,4,0,1,0.81,0.85,0
product_mng,high,180,3,4,0,0,0.58,0.74,0
IT,low,228,2,3,0,1,0.74,0.61,0
RandD,medium,165,2,5,0,0,0.59,0.74,0
RandD,medium,177,6,2,0,0,0.46,0.63,0
RandD,medium,194,2,3,0,1,0.58,0.43,0
RandD,medium,192,4,3,0,1,0.77,0.95,0
RandD,low,171,2,4,0,0,0.79,0.77,0
marketing,low,187,2,3,0,0,0.51,0.95,0
sales,low,205,3,3,0,0,0.7,0.58,0
accounting,low,230,4,5,0,1,0.84,0.73,0
support,low,172,2,5,0,0,0.19,0.9,0
technical,low,167,3,4,0,1,0.9,0.52,0
management,low,145,3,5,0,0,0.19,0.91,0
marketing,low,166,3,3,0,0,0.96,0.53,0
marketing,low,148,3,3,0,0,0.87,1.0,0
marketing,low,223,3,5,0,0,0.5,0.89,0
sales,low,123,4,2,0,0,0.88,0.58,0
sales,low,158,3,3,0,0,0.55,0.99,0
sales,low,223,2,3,0,0,0.89,0.86,0
sales,low,252,3,3,0,0,0.58,0.69,0
sales,low,143,2,5,0,0,0.58,0.96,0
sales,low,131,6,5,0,0,0.34,0.88,0
sales,low,206,4,5,0,1,0.54,0.65,0
sales,low,210,3,4,0,0,0.59,0.54,0
sales,medium,262,3,4,0,0,0.88,0.96,0
sales,medium,147,3,4,0,0,0.72,0.69,0
sales,medium,259,3,4,0,0,0.79,0.75,0
sales,medium,174,3,4,0,0,0.51,0.73,0
sales,medium,150,4,3,0,0,0.84,0.84,0
sales,medium,219,2,4,0,0,0.95,0.67,0
sales,medium,178,4,5,0,0,0.58,0.88,0
sales,medium,269,3,3,0,1,0.69,0.98,0
sales,medium,205,5,6,0,1,0.17,0.64,0
sales,medium,232,3,3,0,1,0.81,0.72,0
sales,medium,193,3,3,0,0,0.41,0.5,0
accounting,medium,110,2,3,0,0,0.12,0.42,0
accounting,high,208,3,4,0,0,0.71,0.6,0
accounting,low,157,4,5,0,0,0.32,0.69,0
hr,medium,187,4,5,0,0,0.83,0.98,0
hr,medium,226,3,4,0,0,0.74,0.92,0
hr,medium,266,3,4,0,0,0.67,0.85,0
hr,medium,159,3,3,0,0,0.85,0.56,0
technical,low,259,3,4,0,1,0.49,0.75,0
technical,low,150,3,4,0,1,0.7,0.74,0
technical,low,152,3,4,0,0,0.44,0.58,0
technical,low,245,2,5,0,0,0.5,0.87,0
technical,low,227,2,5,0,0,0.63,0.74,0
technical,low,261,3,4,0,0,0.87,0.77,0
technical,low,162,3,4,0,1,0.82,0.53,0
technical,low,193,3,4,0,0,0.97,0.89,0
technical,low,144,2,4,0,0,0.9,0.81,0
technical,low,151,2,6,0,0,0.41,0.5,0
technical,low,225,2,4,0,0,0.58,0.94,0
support,low,170,2,5,0,0,0.77,0.5,0
support,low,246,3,4,0,1,0.89,0.75,0
support,low,254,3,4,0,0,0.64,0.72,0
support,low,193,4,2,0,0,0.31,0.79,0
support,low,175,3,4,0,0,0.6,0.88,0
support,low,123,4,3,0,0,0.2,1.0,0
support,low,178,5,3,0,0,0.13,0.6,0
support,low,259,2,3,0,0,0.95,0.9,0
support,low,201,6,5,0,0,0.15,0.96,0
support,low,185,3,4,0,0,0.22,0.98,0
support,medium,166,3,2,0,0,0.33,0.51,0
technical,medium,213,4,4,0,0,0.23,0.96,0
technical,medium,138,2,4,0,0,0.85,0.79,0
technical,medium,168,2,3,0,0,0.79,0.57,0
management,medium,197,3,4,0,0,0.6,0.6,0
IT,medium,220,3,5,0,0,0.89,0.74,0
IT,medium,101,3,3,0,1,0.65,0.92,0
IT,medium,175,3,4,0,1,0.61,0.7,0
IT,medium,181,5,5,0,0,0.4,0.79,0
